StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,C2,C3_First Click,C3_Last Click,C3_Page Submit,C3_Click Count,D1_1,W2T_First Click,W2T_Last Click,W2T_Page Submit,W2T_Click Count,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W2_16,W2_17,W2_18,W2_19,W2_20,W3T_First Click,W3T_Last Click,W3T_Page Submit,W3T_Click Count,W3_1,W3_2,W3_3,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W3_12,W3_13,W3_14,W3_15,W3_16,W3_17,W3_18,W3_19,W3_20,W4T_First Click,W4T_Last Click,W4T_Page Submit,W4T_Click Count,W4_1,W4_2,W4_3,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,W4_12,W4_13,W4_14,W4_15,W4_16,W4_17,W4_18,W4_19,W4_20,W5T_First Click,W5T_Last Click,W5T_Page Submit,W5T_Click Count,W5_1,W5_2,W5_3,W5_4,W5_5,W5_6,W5_7,W5_8,W5_9,W5_10,W5_11,W5_12,W5_13,W5_14,W5_15,W5_16,W5_17,W5_18,W5_19,W5_20,W6T_First Click,W6T_Last Click,W6T_Page Submit,W6T_Click Count,W6_1,W6_2,W6_3,W6_4,W6_5,W6_6,W6_7,W6_8,W6_9,W6_10,W6_11,W6_12,W6_13,W6_14,W6_15,W6_16,W6_17,W6_18,W6_19,W6_20,P1,P2,P2_5_TEXT,P3,P4,D2,D3_1,D4_1,D5,D5_2_TEXT,D6,D6_11_TEXT,D7,D7_17_TEXT,D8,D9,D9_6_TEXT,D10,C7,MTurkCode
2/23/17 14:58,2/23/17 15:05,IP Address,174.134.218.130,100,433,TRUE,2/23/17 15:05,R_vTPQoTqnMVW6Jwd,,,,,35.54980469,-118.917099,anonymous,I understand and agree to proceed,,,,,1990,2.285,2.285,60.535,1,lame,incapable,too old,rebellion,overthrow,usurp,subversion,nationalism,deceit ,behind the curtain,opaque,wasteful,corrupt,bou,,,,,,,2.036,2.036,60.528,1,peace,freedom,liberty,acceptance,killing,big stick,the one,house,land,property,equality,states,togetherness,military,might,tru,,,,,1.758,1.758,60.522,1,haughty,self righteous,unwilling,stupid,unfocused,misdirected,,,,,,,,,,,,,,,2.226,2.643,60.554,2,dumb,unwilling,stone,intellectual,uncaring,selfish,conservative,religious,inductive,blind,deaf,,,,,,,,,,1.272,1.272,60.508,1,money,babies,poor,female,tribute,depression,scalding,investment,helping,tyrants,status quo,demeaning ,scoundrel,,,,,,,,2. Liberal,Other party (please specify),Im a progressive independent of party affiliations,6,4,Male,California,California,English,,Spiritual but not religious,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",13
2/23/17 15:03,2/23/17 15:09,IP Address,135.26.208.17,100,371,TRUE,2/23/17 15:09,R_32JEAArVGKR999B,,,,,39.48849487,-88.35959625,anonymous,I understand and agree to proceed,,,,,1981,0,0,60.638,0,state,democracy,autocratic,theocracy,dictator,taxes,benefits,welfare,taxes,laws,regulations,fines,president,congress,judge,bill,,,,,0,0,60.613,0,inclusion,capitalism,meritocracy,family,love,acceptance,welfare,,,,,,,,,,,,,,23.033,23.033,60.707,1,liberal,caring,politically correct,inclusion,donkey,obama,hillary,welfare,blue,lost,,,,,,,,,,,0,0,60.617,0,elephant,trump,racism,wealth,hate ,fear,business,patriotism,nationalism,nazi,fox,,,,,,,,,,0,0,60.587,0,help,poverty,health,food stamps,education,prenatal care,money,poor,lower class,tax,redistribution,,,,,,,,,,1. Extremely liberal,Democrat,,2,2,Male,Illinois,Illinois,English,,Secular,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",46
2/23/17 15:05,2/23/17 15:14,IP Address,142.196.229.160,100,533,TRUE,2/23/17 15:14,R_3h0K6HrdvkAjvpE,,,,,28.67660522,-81.19909668,anonymous,I understand and agree to proceed,,,,,1974,3.742,60.936,61.677,13,weak,evil,dumb,overreaching,stupid,bureaucracy,stinks,wrong,corrupt,,,,,,,,,,,,3.3,61.075,61.31,16,integrity,constitution,democrats,love,family,religion,welcome,unifying,inclusive,responsible,children,everyone,institutions,worship,,,,,,,1.324,56.23,61.533,14,hopeful,power hungry,naive,uninclusive,progressive,future,minority,powerful,bright,educated,caring,responsible,power,,,,,,,,4.276,59.831,61.567,16,awful,racist,mean,greedy,weird,stupid,inhumane,weak,white,caucasian,extinct,minority,power hungry,self-centered,awful,ugly,,,,,4.247,60.384,61.565,15,poor,hopeless,nasty,careless,everyone,fake, money,sad,unfortunate,downtrodden,forgotten,weak,vulnerable,weary,,,,,,,3. Slightly liberal,Independent,,6,2,Male,Florida,Florida,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",0
2/23/17 15:09,2/23/17 15:15,IP Address,66.69.128.152,100,362,TRUE,2/23/17 15:15,R_0OizqLDD2CVsHQt,,,,,33.95170593,-98.51950073,anonymous,I understand and agree to proceed,,,,,1992,36.523,36.836,61.998,2,wasteful,lousy,,,,,,,,,,,,,,,,,,,1.031,1.031,61.045,1,hard working,integrity,toughness,kind,sincere,thankful,blessed,happy,fortunate,lucky,,,,,,,,,,,18.635,18.635,61.997,1,liberal,socialist,,,,,,,,,,,,,,,,,,,1.618,28.419,60.829,2,stern,tough,independent,,,,,,,,,,,,,,,,,,0,0,62.99,0,,,,,,,,,,,,,,,,,,,,,2. Liberal,Democrat,,3,3,Male,Texas,Texas,English,,Catholic,,Some college but no degree,,Yes,Other (please specify),,Both parents born in the U.S.,"Yes, I agree",29
2/23/17 15:04,2/23/17 15:17,IP Address,12.222.248.213,100,758,TRUE,2/23/17 15:17,R_2xymiTrFDzGhHxJ,,,,,37.75100708,-97.8219986,anonymous,I understand and agree to proceed,,,,,1989,1.431,20.127,60.508,2,tax,theft,regulation,war,departments,IRS,congress,branches,bureaucracy,waste,bad,,,,,,,,,,21.235,22.031,62.582,2,freedom,money,food,strength,perseverance,ingenuity,country,united,liberation,,,,,,,,,,,,18,18,61.998,1,politician,tax,welfare,hypocrite,man,congress,jobs,political,branches,clinton,machine,reid,blue,campaign,,,,,,,1.843,1.843,61.142,1,hypocrite,god,vote,politician,guns,gays,war,unintelligent,bad,,,,,,,,,,,,0.969,0.969,61.086,1,theft,waste,horrible,bad,unforgiving,tax,lazy,drugs,ghetto,babies,food stamps,,,,,,,,,,4. Moderate; middle of the road,Independent,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Male,Texas,Texas,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",21
2/23/17 15:11,2/23/17 15:20,IP Address,24.73.52.106,100,496,TRUE,2/23/17 15:20,R_1cVbGa7cd9L6CAj,,,,,27.87150574,-82.65419769,anonymous,I understand and agree to proceed,,,,,1950,2.068,2.068,60.465,1,,legislative,congress,senate,Washington DC,office,Democratic,Republican,Independent,voters,people,citizens,action,inaction,,,,,,,54.78,54.78,60.468,1,loyalty,patriotism,equality,justice,diversity,immigrants,freedom,,,,,,,,,,,,,,3.007,45.535,60.46,3,loyalty,freedom,equality,non-discriminatory,liberal,partisan,politics,,,,,,,,,,,,,,3.42,3.42,60.465,1,conservative,antidiluvian,right wing,stall,religious,Christian,,,,,,,,,,,,,,,2.775,60.287,60.456,5,disenfranchised,poverty,sustenance,generational,victims,help,assistance,,,,,,,,,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,2,Female,Florida,Illinois,English,,Agnostic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",92
2/23/17 15:17,2/23/17 15:26,IP Address,107.192.54.113,100,493,TRUE,2/23/17 15:26,R_3oMiS4ey3CMHtmt,,,,,33.78460693,-117.8432999,anonymous,I understand and agree to proceed,,,,,1983,2.89,2.89,60.627,1,rules,laws,structures,processes,slow,public,taxes,,,,,,,,,,,,,,3.683,3.683,60.528,1,equality,liberty,freedom,choices,opportunity,,,,,,,,,,,,,,,,2.772,2.772,60.503,1,liberal,American,centrist,underdog,progressive,workers,unions,,,,,,,,,,,,,,2.799,2.799,60.823,1,rich,greedy,uneducated,intolerant,indoctrination,religious,controlling,racist,sexist,,,,,,,,,,,,2.768,2.768,60.669,1,money,poor,help,support,survival,,,,,,,,,,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,California,California,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,Other (please specify),I dont believe in Race,Both parents born in the U.S.,"Yes, I agree",92
2/23/17 15:20,2/23/17 15:27,IP Address,76.182.47.169,100,438,TRUE,2/23/17 15:27,R_1QErkvMYvvSydnr,,,,,35.789505,-78.8742981,anonymous,I understand and agree to proceed,,,,,1972,3.689,3.689,60.571,1,oppression,regulations,rules,laws,meddlesome,stagnation,corruption,self-interest,power,waste,fraud,tyranny,,,,,,,,,3.183,3.183,60.567,1,liberty,freedom,integrity,wealth,autonomy,power,democracy,self-rule,capitalism,markets,,,,,,,,,,,3.834,3.834,60.639,1,sympathetic,generous,liberal,concerned,worried,political,soft-hearted,fairness,,,,,,,,,,,,,2.008,2.008,60.578,1,military,strong,defense,freedom,individualism,capitalism,autonomy,power,limited power,,,,,,,,,,,,1.945,1.945,60.567,1,help,aid,assistance,need,generosity,sympathy,concern,money,,,,,,,,,,,,,4. Moderate; middle of the road,Independent,,3,6,Male,North Carolina,Maryland,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",4
2/23/17 15:25,2/23/17 15:31,IP Address,67.253.191.122,100,364,TRUE,2/23/17 15:31,R_1JW5EQ5scRh6mTf,,,,,43.16670227,-77.82520294,anonymous,I understand and agree to proceed,,,,,1986,2.269,2.269,60.504,1,wasteful,corrupt,overreaching,powerful,scary,big,regulations,laws,rules,country,,,,,,,,,,,1.695,1.695,60.487,1,constitution,history,freedom,liberty,revolution,amendments,equality,opportunity,happiness,prosperity,capitalism,ownership,privacy,rights,law,justice,,,,,1.291,1.291,60.487,1,mean,racist,controlling,sabotaging,sneaky,sexist,unintelligent,brainwashed,judgmental,manipulative,minority,progressive,liberal,,,,,,,,1.615,1.615,60.495,1,business,religion,fair,politician,justice,common,conservative,weak,spineless,worried,guns,freedom,constitution,,,,,,,,1.328,1.328,60.489,1,poor,poverty,lazy,draining,costly,wasteful,corrupt,city,minorities,widespread,,,,,,,,,,,6. Conservative,Independent,,2,7. Government should let each person get ahead on their own,Male,New York,New York,English,,Atheist,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",87
2/23/17 15:14,2/23/17 15:33,IP Address,174.155.223.204,100,1144,TRUE,2/23/17 15:33,R_3PGNbdGDDbO6iQv,,,,,28.0184021,-82.14189911,anonymous,I understand and agree to proceed,,,,,1984,7.674,7.674,62.189,1,govern,torn,more,rover,,,,,,,,,,,,,,,,,0,0,62.959,0,,,,,,,,,,,,,,,,,,,,,21.637,21.637,62.009,1,demo,rat,rot,emo,med,rom,ear,tear,tare,tar,more,,,,,,,,,,1.434,2.861,61.739,2,can,republic,pub,burp,,,,,,,,,,,,,,,,,3.448,45.814,60.743,2,fare,far,war,are,elf,free,,,,,,,,,,,,,,,6. Conservative,Independent,,3,5,Female,Pennsylvania,Pennsylvania,English,,Protestant,,High school graduate - high school diploma or equivalent (for example: GED),,No,Black or African American,,Both parents born in the U.S.,"Yes, I agree",60
2/23/17 15:16,2/23/17 15:33,IP Address,24.59.150.178,100,1053,TRUE,2/23/17 15:33,R_3GrGIlB5kK79CAA,,,,,43.04020691,-76.22309875,anonymous,I understand and agree to proceed,,,,,1971,0,0,60.503,0,corrupt,unhearing,uncaring,out-of-touch,pedestal,protect,checks,balances,parties,,,,,,,,,,,,0,0,60.485,0,all-encompassing,equality,welcoming,baseball,apple pie,hard work ,opportunity,amber,liberty,freedom,,,,,,,,,,,0,0,60.498,0,sad,welcoming,caring,out-of-touch,losing,equality,all,lgbtq,socialistic,,,,,,,,,,,,3.17,3.17,60.505,1,liar,crass,rude,racist,bigots,sexist,homophobe,old,white,male,old-fashioned,out-of-touch,stupid,uncaring,unhearing,pi,,,,,0,0,60.489,0,helpful,sad,poor,underprivileged,crutch,uneducated,children,stuck,short-term,long-term,,,,,,,,,,,2. Liberal,Democrat,,6,3,Female,New York,Ohio,English,,Agnostic,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",56
2/23/17 15:19,2/23/17 15:35,IP Address,199.47.67.37,100,976,TRUE,2/23/17 15:35,R_2PcDbv9v6KXNhvS,,,,,40.16769409,-103.5367966,anonymous,I understand and agree to proceed,,,,,1965,11.462,46.381,60.535,4,hostile,oppressive,complete waste of money,over bearing,need to be dissolved,needs to have to live on welfare,,,,,,,,,,,,,,,1.809,56.135,60.508,2,rip everyone off that you can,steal from your neighbor,take drugs ,smoke pot,live off of everyone else,,,,,,,,,,,,,,,,1.789,1.789,60.507,1,trustworthy,hard working,intelligent,cares about others,unselfish ,not self centered,loyal ,helpful,thoughtful,studious,educated,conscientious,talented,,,,,,,,28.472,28.472,60.505,1,take advantage of everyone,destroy non republicans lives,rip everyone off,cheat everyone,,,,,,,,,,,,,,,,,3.823,21.278,60.581,3,poor,scared,worried,looking for work,frustrated,sick,tired,worn out,,,,,,,,,,,,,4. Moderate; middle of the road,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,Colorado,Colorado,English,,Atheist,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",98
2/23/17 15:26,2/23/17 15:35,IP Address,68.121.255.154,100,538,TRUE,2/23/17 15:35,R_VViV8jnYdIWewg1,,,,,33.78849792,-117.8694992,anonymous,I understand and agree to proceed,,,,,1982,20.584,20.584,61.986,1,agency,taxes,laws,federal,state,local,elections,president,vice president,house,congress,white house,issues,international,war,rules,,,,,13.124,27.548,60.522,3,morals,apple pie,freedom,rights,free speech,freedom for religion,,,,,,,,,,,,,,,3.837,3.837,60.55,1,smart,caring,unselfish,wants better,,,,,,,,,,,,,,,,,0,0,60.504,0,bad,rich,mean,uncaring,stingy,greedy,selfish,stupid,ignorant,racist,rude,,,,,,,,,,0,0,61.063,0,poor,scam,food stamps,helping,aid,tax refund,no insurance,children,needy,,,,,,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,California,California,English,,Agnostic,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",58
2/23/17 15:31,2/23/17 15:37,IP Address,73.163.149.93,100,380,TRUE,2/23/17 15:37,R_12PHdVCzDc8wvRZ,,,,,39.27839661,-76.55699921,anonymous,I understand and agree to proceed,,,,,1987,15.929,23.248,60.475,2,US,representative,congress,senate,house,democracy,people,honesty,taxes,waste,fraud,abuse,military,gray,bureaucracy,,,,,,1.495,1.495,60.457,1,apple pie,american dream,patriotism,flag,honesty,respect,loyalty,compassion,democracy,,,,,,,,,,,,1.104,6.305,60.468,2,senator,congress,donkey,liberal,blue,DNC,party,stars,taxes,,,,,,,,,,,,3.358,42.676,60.459,3,conservative,immigration,wall,unhelpful,hostile,elephant,congress,senator,,,,,,,,,,,,,1.336,41.879,60.627,4,poor,destitute,food stamps,unfortunate,black,hispanic,minority,single parent,mother,children,projects,,,,,,,,,,1. Extremely liberal,Independent,,6,2,Male,Maryland,Florida,English,,Atheist,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",68
2/23/17 15:34,2/23/17 15:42,IP Address,24.155.152.252,100,454,TRUE,2/23/17 15:42,R_1FPV0soJXh8MpXi,,,,,31.85249329,-102.3470993,anonymous,I understand and agree to proceed,,,,,1964,2.433,40.723,60.46,5,big,uninformed,barrier,red-tape,unskilled,,,,,,,,,,,,,,,,1.679,53.875,60.459,8,patriotic,trustworthy,honest,open,opportunity,religious,proud,,,,,,,,,,,,,,1.592,48.381,60.46,7,liberal,hippie,socially conscious,minority,not religious,socialist,f,,,,,,,,,,,,,,2.542,48.824,60.459,8,conservative,religious,white,middle age,employed,middle class,patriotic,responsible,,,,,,,,,,,,,1.62,34.304,60.467,9,unemployed,lazy,unmotivated,poor,unskilled,dependent,uneducated,dead-beat,,,,,,,,,,,,,6. Conservative,Republican,,3,6,Female,Texas,Texas,English,,Protestant,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in another country,"Yes, I agree",65
2/23/17 15:48,2/23/17 15:55,IP Address,24.152.246.87,100,426,TRUE,2/23/17 15:55,R_2Cskm5gB2MGwLb3,,,,,41.49169922,-75.98490143,anonymous,I understand and agree to proceed,,,,,1947,4.565,4.565,60.577,1,confusing,skirmish,lopsided,complicated,,,,,,,,,,,,,,,,,5.067,5.067,60.57,1,helpful,caring,honest,accepting,open,kindness,protective,honorable,friendly,honest,,,,,,,,,,,3.942,3.942,60.59,1,peaceable,open,helpful,caring,accepting,civil,respectful,good,honest,,,,,,,,,,,,4.096,4.096,60.643,1,greedy,selfish,rich,uncaring,evil,obnoxious,cheap,punitive,snakes,,,,,,,,,,,,3.515,3.515,60.56,1,poor,help,financial aid,food stamps,children,assistance,,,,,,,,,,,,,,,2. Liberal,Democrat,,4,1. Government should see to jobs and standard of living,Female,Pennsylvania,Pennsylvania,English,,Catholic,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",69
2/23/17 15:47,2/23/17 15:55,IP Address,72.240.17.144,100,501,TRUE,2/23/17 15:55,R_2TRVHWy39a9QP5j,,,,,41.79400635,-83.58789825,anonymous,I understand and agree to proceed,,,,,1974,2.987,2.987,60.671,1,big,columns,constitution,paper,archives,politicians,"the ""I am just a bill"" song",Trump,Clinton,Sanders,Scand,,,,,,,,,,3.696,3.696,60.704,1,flag,red,white ,blue,eagle,democracy,freedom,choice,fair,political speech,vote,Christian,good,,,,,,,,3.73,3.73,60.705,1,progressive,empathetic,ethical,inclusive,campaign,donkey,clinton,education,union,equality,,,,,,,,,,,2.634,2.634,60.704,1,mean,evil,conservative,Trump,racists,nostalgic,obstacle,,,,,,,,,,,,,,3.21,3.21,60.717,1,money,bridge cards,poverty,government cheese,depression,illness,children,mothers,,,,,,,,,,,,,3. Slightly liberal,Democrat,,4,5,Female,Michigan,Michigan,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",35
2/23/17 15:59,2/23/17 16:06,IP Address,172.0.131.102,100,429,TRUE,2/23/17 16:06,R_3HGITy6ORfgjMBE,,,,,32.75549316,-117.0700989,anonymous,I understand and agree to proceed,,,,,1996,12.091,12.091,62.98,1,politics,president,law,judge,roles,congress,senate,house,democrat,republican,progressive,conservative,liberal,policy,,,,,,,3.542,3.542,62.979,1,dream,equality,effort,freedom,rights,vote,politics,baseball,sports,cars,movies,,,,,,,,,,16.148,16.148,61.997,1,progressive,liberal,donkey,politics,obama,president,congress,hillary,emails,election,republican,conservative,government,policy,,,,,,,1.439,1.439,60.897,1,conservative,tradition,classic,right,elephant,trump,democrat,politics,president,senate,party,,,,,,,,,,4.003,4.003,62.959,1,handout,government,state,poor,poverty,money,collect,controversy,lower-class,,,,,,,,,,,,2. Liberal,Democrat,,Haven't thought much about this,Haven't thought much about this,Male,California,California,English,,Agnostic,,Some college but no degree,,No,"Black or African American,Asian",,One parent born in the U.S.,"Yes, I agree",70
2/23/17 16:11,2/23/17 16:17,IP Address,73.66.219.203,100,383,TRUE,2/23/17 16:17,R_1reNr7LRLPsqUyt,,,,,37.67829895,-120.9501038,anonymous,I understand and agree to proceed,,,,,1989,1.487,1.487,60.462,1,corrupt,males,,,,,,,,,,,,,,,,,,,1.313,1.577,60.469,2,freedom,choice,dream,free market,capitalism,,,,,,,,,,,,,,,,3.52,3.52,60.452,1,open,liberal,helpful,progressive,for minorities,pro life,,,,,,,,,,,,,,,8.162,30.375,60.456,4,ew,gross,close minded,old,white,conservative,religious,white,white,,,,,,,,,,,,1.466,4.076,60.448,2,needy,poor,helpful,liberal,homeless,,,,,,,,,,,,,,,,2. Liberal,Democrat,,5,3,Male,California,California,English,,Agnostic,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",38
2/23/17 17:31,2/23/17 17:40,IP Address,73.96.105.84,100,523,TRUE,2/23/17 17:40,R_2ZVRbIuzNT15l65,,,,,45.51530457,-122.5586014,anonymous,I understand and agree to proceed,,,,,1991,1.709,59.417,90.465,3,stability,trust,reliable,community,voting,democracy,compromise,checks and balances,constitution,rights,congress,schools,management,environment,helpful,employment,welfare,history,,,1.596,1.596,90.461,1,freedom,liberty,flag,adventure,frontier,immigration,independence,western,french fries,cultural dominance,being the best,hard work,compassion,ethics,voting,government,constitution,,,,1.674,1.674,90.459,1,helpful,compassion,gun control,immigration,minorities,identities,welfare,jobs,trade deals,diplomacy,anti-war,compromise,weakness,battles,inconsistent,education,,,,,1.789,22.088,90.467,3,hate,conservative,alt right,strict,intolerant,thrifty,military,vouchers,Trump,nuclear war,dog people,violence,discrimination,,,,,,,,2.053,50.831,90.464,2,help,health,food stamps,support,safety net,tax rebates,medicaid,poverty,disadvantaged,fraud,compassion,charity,improvement,,,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,2,Female,Oregon,Maryland,English,,Jewish,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",83
2/23/17 17:31,2/23/17 17:42,IP Address,107.3.2.155,100,640,TRUE,2/23/17 17:42,R_3Oe8aTsaaWVWisy,,,,,44.45239258,-73.18409729,anonymous,I understand and agree to proceed,,,,,1973,2.723,2.723,90.47,1,mayor,politician,president,governor,democrat ,republican,independent ,elected ,official,lies,scandals,treason,ballot ,senate ,congress,booth ,polls ,welfare,,,1.754,1.754,90.467,1,nice ,loving ,freedom,friendly ,wholesome,family ,courteous ,accepting ,warm,losing ,lost ,gone ,dreamers ,,,,,,,,5.966,5.966,90.476,1,rude ,loud ,liberal,protest,violent ,left ,obama ,sanders,clinton,lies ,scandals,emails ,war crimes ,mess,trou,,,,,,2.195,12.831,90.473,4,Religious ,Firm ,conviction ,love of country ,constitutional ,cares about America,cares about citizens ,family oriented ,protectors ,firm,stand ,,,,,,,,,,2.383,2.383,90.467,1,children ,low income ,poverty ,loss ,health ,caring ,negative ,money ,homelessness ,veterans ,forgotten citizens ,pan handlers ,druggies ,,,,,,,,6. Conservative,Independent,,4,4,Male,Vermont,Vermont,English,,Other (please specify),Christian,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",46
